host,process,step_number,step_dates,step_title,step_description
https://decidim.santcugat.cat,centreest,1,01-02-2020 - 01-03-2020,,"Durant el febrer, s'ha realitzat una sessió de diagnosi a cada barri  per a detectar les necessitats i concretar les línies de treball prioritàries de cada barri"
https://decidim.santcugat.cat,centreest,2,05-03-2020 - 31-03-2020,,"Durant el mes de març, partint de les necesitats detectades en la sessió de diagnosi, s'ha realitzat un debat virtual per a concretar les línies estratègiques de cada barri i elaborar el Programa de Barri. Aquest document orienta l'acció del Consell de Barri, del govern municipal i les propostes del pressupost participatiu."
https://decidim.santcugat.cat,centreest,3,15-05-2020 - 21-06-2020,,"En aquesta fase, pots presentar propostes per al teu barri! les propostes poden ser:Inversions amb visió de barri o de centre:Projectes que perduren en el tempsCost màxim: 50.000 € (o 150.000 € si és per més barris del centre)Poden ser: intervencions en edificis o espai públic, mobiliari i art urbà, elements per la cura o l’esport, millores en espais naturals...Propostes de pressupost ordinari per al veïnat:Actuacions no materials que es fan en un moment concret.Cost màxim: 5.000 € (o 15.000 € si és per més barris del centre).Poden ser: esdeveniments i programes culturals, socials o educatius; accions de formació, sensibilització o comunicació; estudis sobre la ciutat...Totes les propostes que es presentin es validaran a nivell tècnic i del Consell de Barri i totes les que siguin vàlides es presentaran, debatran i treballaran els propers mesos en un taller ciutadà amb l’objectiu de poder fer la votació ciutadana al novembre."
https://decidim.santcugat.cat,centreest,4,01-06-2020 - 30-06-2020,,"En aquesta fase, els i les tècniques municipals validen que les propostes siguin tècnicament viables, atenent als criteris següents:Correspondre’s a una o diverses línies estratègiques del barriTenir visió de barri (les propostes de barri) o tenir visió de centre (les propostes de centre)Ser valorables i viables econòmicament.Ser realitzables tècnicament.Executables en un any les propostes d’ordinari, i executables en dos anys les propostes d’inversió.Respectar el marc jurídic i legal existent.Ser de competència municipal.No contradir els plans aprovats.No contemplar subvencions a entitats ni el finançament de projectes no municipals ja existents.No ser una intervenció de manteniment.No representar una actuació que precisa de continuïtat en el temps més enllà del pressupost assignat.Quedaran exclosos:Les propostes que ja tinguin alguna partida pressupostària o estiguin previstos per part del serveis municipals.Les propostes que discriminin a les persones per la seva condició socioeconòmica, d’origen, de gènere o que impliqui algun tipus d'impacte negatiu sobre el medi ambient.Les propostes vinculades a un proveïdor, empresa o marca concreta.La compra de material o equipament d’ús comunitari que no s’ubiqui en un equipament municipal i el departament corresponent no en pugui assumir la gestió i el manteniment."
https://decidim.santcugat.cat,centreest,5,01-07-2020 - 30-09-2020,,"Totes les propostes que siguin vàlides tècnicament es presentaran, debatran i treballaran en  un taller amb veïns i veïnes del barri amb l’objectiu de validar-es i,si fos necessari per que hi ha masses propostes, prioritzar les que es porten a votació."
https://decidim.santcugat.cat,centreest,6,01-11-2020 - 15-11-2020,,"En aquesta fase, tota la ciutadania de Sant Cugat podrà votar els projectes que vol que es facin en el seu barri."
https://decidim.santcugat.cat,centreest,7,01-12-2020 - 31-12-2021,,"A partir de desembre de 2020, començarà l'execució dels projectes guanyadors. Per a cada projecte es crearà una comissió de seguiment, fomada per les persones proposants, personal municipal i entitats i veïnat interessat en el projecte.El temps estimat per a l'execució de projectes amb un valor inferior a 50.000 euros és d'un any. Els projectes amb imports superiors a 50.000 s'han de contractar mitjançant el procediment de licitació pública i el temps estimat per a la seva execució és de 2 anys."
https://decidim.santcugat.cat,centreoest,1,01-02-2020 - 01-03-2020,,"Durant el febrer, s'ha realitzat una sessió de diagnosi a cada barri  per a detectar les necessitats i concretar les línies de treball prioritàries de cada barri"
https://decidim.santcugat.cat,centreoest,2,05-03-2020 - 31-03-2020,,"Durant el mes de març, partint de les necesitats detectades en la sessió de diagnosi, s'ha realitzat un debat virtual per a concretar les línies estratègiques de cada barri i elaborar el Programa de Barri. Aquest document orienta l'acció del Consell de Barri, del govern municipal i les propostes del pressupost participatiu."
https://decidim.santcugat.cat,centreoest,3,15-05-2020 - 21-06-2020,,"En aquesta fase, pots presentar propostes per al teu barri! les propostes poden ser:Inversions amb visió de barri o de centre:Projectes que perduren en el tempsCost màxim: 50.000 € (o 150.000 € si és per més barris del centre)Poden ser: intervencions en edificis o espai públic, mobiliari i art urbà, elements per la cura o l’esport, millores en espais naturals...Propostes de pressupost ordinari per al veïnat:Actuacions no materials que es fan en un moment concret.Cost màxim: 5.000 € (o 15.000 € si és per més barris del centre).Poden ser: esdeveniments i programes culturals, socials o educatius; accions de formació, sensibilització o comunicació; estudis sobre la ciutat...Totes les propostes que es presentin es validaran a nivell tècnic i del Consell de Barri i totes les que siguin vàlides es presentaran, debatran i treballaran els propers mesos en un taller ciutadà amb l’objectiu de poder fer la votació ciutadana al novembre."
https://decidim.santcugat.cat,centreoest,4,01-06-2020 - 30-06-2020,,"En aquesta fase, els i les tècniques municipals validen que les propostes siguin tècnicament viables, atenent als criteris següents:Correspondre’s a una o diverses línies estratègiques del barriTenir visió de barri (les propostes de barri) o tenir visió de centre (les propostes de centre)Ser valorables i viables econòmicament.Ser realitzables tècnicament.Executables en un any les propostes d’ordinari, i executables en dos anys les propostes d’inversió.Respectar el marc jurídic i legal existent.Ser de competència municipal.No contradir els plans aprovats.No contemplar subvencions a entitats ni el finançament de projectes no municipals ja existents.No ser una intervenció de manteniment.No representar una actuació que precisa de continuïtat en el temps més enllà del pressupost assignat.Quedaran exclosos:Les propostes que ja tinguin alguna partida pressupostària o estiguin previstos per part del serveis municipals.Les propostes que discriminin a les persones per la seva condició socioeconòmica, d’origen, de gènere o que impliqui algun tipus d'impacte negatiu sobre el medi ambient.Les propostes vinculades a un proveïdor, empresa o marca concreta.La compra de material o equipament d’ús comunitari que no s’ubiqui en un equipament municipal i el departament corresponent no en pugui assumir la gestió i el manteniment."
https://decidim.santcugat.cat,centreoest,5,01-07-2020 - 30-09-2020,,"Totes les propostes que siguin vàlides tècnicament es presentaran, debatran i treballaran en  un taller amb veïns i veïnes del barri amb l’objectiu de validar-es i,si fos necessari per que hi ha masses propostes, prioritzar les que es porten a votació."
https://decidim.santcugat.cat,centreoest,6,01-11-2020 - 15-11-2020,,"En aquesta fase, tota la ciutadania de Sant Cugat podrà votar els projectes que vol que es facin en el seu barri."
https://decidim.santcugat.cat,centreoest,7,01-12-2020 - 31-12-2021,,"A partir de desembre de 2020, començarà l'execució dels projectes guanyadors. Per a cada projecte es crearà una comissió de seguiment, fomada per les persones proposants, personal municipal i entitats i veïnat interessat en el projecte.El temps estimat per a l'execució de projectes amb un valor inferior a 50.000 euros és d'un any. Els projectes amb imports superiors a 50.000 s'han de contractar mitjançant el procediment de licitació pública i el temps estimat per a la seva execució és de 2 anys."
https://decidim.santcugat.cat,decidimlafloresta2019,1,12-12-2018 - 20-01-2019,,"En aquesta fase tots els veïns i veïnes de La Floresta poden presentar propostes a través del formulari web o presencialment a la OAC de La Floresta. Les propostes les recollirà la Secretaria del Consell de Barri i en descartarà les que no compleixin amb els requisits bàsics. Les propostes que compleixin els requisits bàsics passen a la fase de validació tècnica, en que els serveis tècnics municipals n'avaluen la viabilitat tècnica i el cost.Requisits que han de complir les propostes:Tenir visió de barri i tenir impacte sobre el conjunt del territori.Donar resposta a una necessitat concreta i justificada del barri.Els projectes s’han de referir a temes de competència municipal.Ser viables tècnica i econòmicament, i respectar el marc legal existent.Tenir principi i final sense significar un cost addicional, pel Consell de Barri, en anys futurs.Quedaran exclosos els projectes urbanístics que ja tinguin alguna partida pressupostària en altres instàncies municipals.Quedaran exclosos els projectes que discriminin a les persones per la seva condició socioeconòmica, d’origen, de gènere o que impliqui algun tipus impacte negatiu sobre el medi ambient.Els projectes han de ser de millora per al barri. No s’acceptaran els projectes personals o vinculats a un proveïdor, empresa o marca concreta.La compra de material o equipament d’ús comunitari es validarà sempre que aquest s’ubiqui en un equipament municipal i el departament corresponent en pugui assumir la gestió i el manteniment."
https://decidim.santcugat.cat,decidimlafloresta2019,2,11-03-2019 - 17-03-2019,,"En aquesta fase es realitza la votació de les propostes presentades que han superat la fase de validació tècnica. Es podran votar un màxim de tres propostes d'inversió i tres propostes de despesa ordinària.Poden votar totes les persones empadronades a la Floresta que tinguin els 14 anys complerts. Es pot votar digitalment al web o en els punts de votació presencials:Centre Social i Sanitari; de dilluns a divendres de 10 a 14 h, al c/Pearson 36Escola La Floresta: dimarts i djous a l'entrada i la sortidaPlaça de l'Estació: dijous 14, de 17 a 20h i diumenge 17, d'11 a 15hLa web de votació s’obrirà dilluns 11 de març a les 9h i es tancarà diumenge 17 de març a les 23:59h"
https://decidim.santcugat.cat,decidimlafloresta2019,3,18-03-2019 - 31-12-2019,,"Una vegada realitzada la votació, la relació de projectes s'aprova en el Consell de barri i comença la fase d'execució de projectes. Els proposants i els membres del Consell de Barri que ho demanen formen part del grup de seguiment dels projectes."
https://decidim.santcugat.cat,consellbarrimirasol2019,1,29-10-2018 - 03-02-2019,,"Fase de validació, preparació i informació dels projectes que es portaran a votació del pressupost de lliure disposició del Consell de Barri de Mira-sol.En aquesta fase es realitzen les següents actuacions:Recollida de propostes, del 29 d’octubre al 25 de novembreConsell d'entitats per a la valoració de propostes, 29 novembreValidació tècnica de les propostes, del 30 novembre a 11 generConsell d'Entitats per a l'aprovació definitiva de la llista dels projectes que es porten a votació, 14 de generCampanya de difusió, del 15 de gener al 24 de febrer"
https://decidim.santcugat.cat,consellbarrimirasol2019,2,04-02-2019 - 03-03-2019,,En aquesta fase es realitza la votació de les propostes presentades.
https://decidim.santcugat.cat,consellbarrimirasol2019,3,25-02-2019 - 31-12-2019,,"Una vegada realitzada la votació, la relació de projectes s'aprova en el Consell de barri i comença la fase d'execució de projectes. Els proposants i els membres del Consell de Barri que ho demanen formen part del grup de seguiment dels projectes."
https://decidim.santcugat.cat,consellbarrimirasol,1,05-02-2018 - 25-02-2018,,Fase de preparació i informació dels projectes que es portaran a votació del pressupost de lliure disposició del Consell de Barri de Mira-sol.
https://decidim.santcugat.cat,consellbarrimirasol,2,26-02-2018 - 04-03-2018,,En aquesta fase es realitza la votació de les propostes presentades.
https://decidim.santcugat.cat,consellbarrimirasol,3,12-03-2018 - 31-12-2018,,"Una vegada realitzada la votació, la relació de projectes s'aprova en el Consell de barri i comença la fase d'execució de projectes. Els proposants i els membres del Consell de Barri que ho demanen formen part del grup de seguiment dels projectes."
https://decidim.santcugat.cat,consellbarrilafloresta,1,05-02-2018 - 25-02-2018,,Fase de preparació i informació dels projectes que es portaran a votació del pressupost de lliure disposició del Consell de Barri de La Floresta.
https://decidim.santcugat.cat,consellbarrilafloresta,2,26-02-2018 - 04-03-2018,,En aquesta fase es realitza la votació de les propostes presentades.
https://decidim.santcugat.cat,consellbarrilafloresta,3,12-03-2018 - 31-12-2018,,"Una vegada realitzada la votació, la relació de projectes s'aprova en el Consell de barri i comença la fase d'execució de projectes. Els proposants i els membres del Consell de Barri que ho demanen formen part del grup de seguiment dels projectes."
https://decidim.sencelles.cat,pressupostos2020,1,18-12-2019 - 06-03-2020,Introducció,"Com les fases d'informació i propostes coincideixen amb el calendari d'activitats nadalenques, en comptes de generar una fase d'informació paral·lela en un altre pla, de cara a una major difusió del procés, s'integren i combinen totes dues.Informació:Mitjançant el repartiment de cartes al públic infantil i famílies i durant esdeveniments nadalencs ja assenyalats (conta contes…). Carta als Reis d'Orient i la recollida de propostes amb l'acte ""Arbre dels desitjos"" coincident amb l'arribada dels patges, detallada en la fase de propostes.Mitjançant repartiment de formularis i recollida de propostes digitalitzades en esdeveniments enfocats a públic més adult.Mitjançant informació en el web municipal, campanyes en xarxes socials de l'Ajuntament, notes de premsa, cartelleria i altres formats digitals i analògics."
https://decidim.sencelles.cat,pressupostos2020,2,28-12-2019 - 29-01-2020,Fase de propostes,"a) Públic infantil i famílies: Carta als Reis d'Orient.Les propostes seran recollides a través d'un formulari en paper denominat ""Carta als Reis d'Orient"", Està estructurada mitjançant tres espais diferenciats i troquelats per a la seva separació: Desitjos per al món, desitjos per Sencelles, desitjos per a mi i la meva família.La part destinada al procés és ""Desitjos per Sencelles"", que podrà complementar-se amb les altres dues, de manera que puguin servir com a diagnòstic per a identificar les preocupacions de les famílies a Sencelles.Les cartes o formularis es recolliran coincidint amb la recollida de les cartes dels patges.Hi haurà una urna on s'introduiran els ""Desitjos per Sencelles"", amb un número grapat, número que s'utilitzarà per a seguiment de la mateixa i que es donarà còpia al participant per a la traçabilitat del procés.S'indicarà amb un retolador si el participant és menor de 12 anys, entre 12 i 20 anys o si és adult. Aquesta informació no és per al procés actual, sinó pel procés participatiu següent nomenat a l'inici de les bases.En un acte anomenat ""L'Arbre dels desitjos"" es penjaran els ""Desitjos per al món"".Data: el 28 de desembre de 2018 a Biniali i el 29 a Sencelles a les 17.30 h.b) Tot el públic. De forma analògica: Podran fer servir les mateixes cartes o també a través d'una instància municipal i presentar-les davant l'Ajuntament en l'horari d'obertura d'aquest. Aquestes propostes s'han de transcriure per part del personal de l'Ajuntament directament a la plataforma.De forma digital: a través de l'adreça web decidim.sencelles.cat trobaran el procés anomenat ""Pressupostos Nadalecs"", al que podran omplir una fitxa de propostes, previ registre a la plataforma. Aquesta plataforma servirà per a altres processos participatius durant la legislatura, pel que recomanem aquest registre.Transcripció de propostes recollides en paper: del 3 al 10 de gener de 2020.En aquestes dates, el personal tècnic i del consistori recolliran les propostes presentades durant l'acte de ""l'Arbre dels Desitjos"" en format digital, per a més seguretat i transparència. Els participants podran consultar la seva proposta a través d'una numeració donada en la recollida.Per facilitar aquesta consulta es podrà introduir en l'apartat de ""recerca"" el número amb ""PA"" davant i / 20 darrere. Així si tenim el número de seguiment 125, podem escriure: PA0125/20.Les propostes transcrites, a causa de la lletra i interpretació d'aquesta, poden no ser del tot fidedignes amb l'escrit pel participant, per això, tindran temps per sol·licitar modificacions sobre les mateixes de l'11 al 17 de gener de 2020 mitjançant els comentaris en la mateixa proposta.Les modificacions s'integraran els dies 21 i 22 de gener per defecte, llevat que suposin una modificació de la proposta tal que s'entengui per una altra diferent; en aquest cas se sol·licitarà realitzar una nova mitjançant contestació de la part tècnica en els mateixos comentaris.El termini final per a noves propostes és el dia 20 de gener. La plataforma ens deixarà comentar un cop registrats. En aquest moment té l'opció de rebre notificacions sobre les propostes que vulguem, de manera que es podrà realitzar l'avís al destinatari perquè realitzi una nova en un termini suficient."
https://decidim.sencelles.cat,pressupostos2020,3,23-01-2020 - 31-01-2020,Fase tècnica - Avaluació,"La fase tècnica té dos objectius:- Combinar les propostes que siguin molt similars per a realitzar una conjunta i perquè tinguin més possibilitats d'agrupar vots a favor.- Seleccionar les propostes que passaran a la fase de votació. Aquestes se seleccionaran mitjançant els criteris d'avaluació i d'adequació que apareixen en el document ""Bases del procés pressupostos participatius 2020.pdf"" a l'apartat ""Criteris tècnics d'Avaluació de Propostes"". Les propostes que no passin a aquesta fase seran tingudes en compte en el següent procés de participació, que té com a objectiu la realització d'un pla estratègic municipal, en la seva fase de diagnòstic."
https://decidim.sencelles.cat,pressupostos2020,4,03-02-2020 - 14-02-2020,Fase de Votació,"Es podran votar un nombre de propostes determinades per cada participant, que s'indicarà a l'inici de la fase. El nombre de propostes vindrà calculat pel nombre de propostes totals rebudes, per a numèricament tractar d'evitar empats i al seu torn poder votar propostes de diverses àrees.En tot cas, el nombre de vots serà almenys de 5, per a garantir la possibilitat de vot d'almenys una proposta per àrea, encara que no és un requisit indispensable. Es poden votar tantes propostes per àrea com es vulgui dins del nombre de vots total.El sistema indica el nombre de vots utilitzats sobre el total i dóna lloc a modificar abans de l'enviament de la votació."
https://decidim.sencelles.cat,pressupostos2020,5,17-02-2020 - 18-02-2020,Resultats de les votacions,"Les votacions es publicaran en aquesta data a través del web municipal i la plataforma de participació. El resultat de les votacions no és el resultat del procés, idò hi ha partides pressupostàries amb imports diferents. Sí que tindrem informació de les actuacions o projectes més importants per als participants."
https://decidim.sencelles.cat,pressupostos2020,6,18-02-2020 - 28-02-2020,"Fase tècnica, pressupostar els més votats",Es pressupostaran les propostes més votades per àrees i àmbits territorials fins a arribar al pressupost total destinat a aquestes. Aquestes propostes seran les que entraran en la fase de resultats finals.
https://decidim.sencelles.cat,pressupostos2020,7,02-03-2020 - 06-03-2020,Resultats definitius,Es publicaran les propostes que estaran integrades en cada àrea en el pressupost municipal 202
https://decidim.sencelles.cat,pressupostos2020,8,05-03-2020 - 01-04-2020,Aprovació en ple municipal,
https://decidim-teia.diba.cat,pressupostosparticipatius2019,1,10-01-2019 - 17-02-2019,Presentació,"Els Pressupostos Participatius 2019 són un procés participatiu en el que la ciutadania de Teià decidirà com es destinen 100.000€ de la partida d'inversions en projectes que es duran a terme al llarg de l'any 2020. Totes les persones empadronades a Teià a partir dels 14 anys d'edat estan cridades a participar, previ registre en aquest portal i posterior verificació de ser empadronat/da al municipi.Al llarg del procés hi haurà diferents maneres de participar-hi, actualment aquest procés està iniciant-se i ens trobem en el moment de la seva presentació i de la formació de la Comissió Ciutadana de Seguiment / Garanties.La Comissió de Seguiment és un grup de ciutadanes i ciutadans que es reuneixen periòdicament per a realitzar una avaluació continuada del procés participatiu, garantint-ne la seva transparència, transversalitat i millorant-lo a través de les seves aportacions com a peça fonamental del mateix. Les seves trobades seran anunciades en aquest portal i les persones que en vulguin formar part poden unir-s'hi assistint a una d'aquestes reunions o contactant amb nosaltres enviant un correu a participa@teia.cat."
https://decidim-teia.diba.cat,pressupostosparticipatius2019,2,18-02-2019 - 29-03-2019,Fase de generació de propostes,"En aquesta fase la ciutadania serà cridada a formular i presentar les seves propostes per a que posteriorment siguin portades a votació. Aquestes es podran fer arribar a través d'aquest portal, on podran ser comparades amb altres que sorgissin, discutir-ne i trobar sinergies entre diferents propostes. Si trobeu complicacions, serà també possible presentar propostes tant a l'Oficina d'Atenció Ciutadana de l'Ajuntament de Teià així com als Punts d'Informació i recollida de propostes que recorreran el municipi durant aquesta fase, que pots consultar aquí.El dia 7 de març es celebrarà un taller de generació de propostes obert a tota la ciutadania, per a ajudar en la elaboració de propostes que siguin viables dins els termes establerts."
https://decidim-teia.diba.cat,pressupostosparticipatius2019,3,30-03-2019 - 15-03-2020,Fase de validació de propostes,"Una vegada recollides les demandes de la ciutadania, s'avaluarà la viabilitat de les propostes per part tant del cos de tècnics municipals com de la Comissió de Seguiment. Posteriorment i havent formulat les propostes definitives en col·laboració amb les persones, entitats o col·lectius sol·licitants, se'n faran els pressupostos per a portar les propostes a votació."
https://decidim-teia.diba.cat,pressupostosparticipatius2019,4,01-04-2020 - 30-04-2020,Fase d'exposició de propostes,Les propostes definitives que podran ser elegides en la fase de votació seran exposades a la ciutadania per a que es generi debat públic sobre quines son les millors o més necessàries.
https://decidim-teia.diba.cat,pressupostosparticipatius2019,5,01-06-2020 - 12-06-2020,Fase de votacions,"En aquesta fase la ciutadania de Teià será cridada a votar les propostes que valorin més positives per la vila. Les votacions es duran a terme a través d'aquest portal, encara que punts de votació físics seran repartits per tot el terme municipal per a garantir l'accés al dret de participació de tota la ciutadania."
https://decidim-teia.diba.cat,pressupostosparticipatius2019,6,01-07-2020 - 15-07-2020,Fase de exposició resultats i al·legacions,"Presentació de les votacions, exposició publica i al.legacions al resultat de les votacions"
https://decidim-teia.diba.cat,pressupostosparticipatius2019,7,16-07-2020 - 31-12-2020,Fase de preparació dels projectes executius  de les propostes,"Preparació dels projectes executius, obtenció de les ofertes i/o licitació de les obres"
https://decidim-teia.diba.cat,pressupostosparticipatius2019,8,01-01-2021 - 31-12-2021,Execució  dels projectes aprobats dels Presupostos PArticipaitus 2019-2020,
https://decidim-teia.diba.cat,pressupostosparticipatius2018,1,01-01-2019 - 01-05-2019,Execució dels projectes guanyadors,"Després de la presentació dels resultats de les votacions el passat 16 de novembre i una vegada s'hagi aprovat el Pressupost Municipal pel 2019, es procedirà a l'adjudicació dels contractes d'obra per als projectes guanyadors, i la seva posterior execució."
https://decidim-latorre.diba.cat,pressupostosparticipatius2019-2020,1,16-12-2019 - 22-12-2019,INFORMACIÓ,"L'Ajuntament de la Torre de Claramunt segueix apostant per assolir una implicació activa i directa de la ciutadania en l'elaboració del pressupost d'inversions del municipi. Dins del pressupost del 2020 es destinaran un total de 35.000€ per tal que els vilatans facin propostes i triïn directament els 2 projectes d'interès general, intentant tenir en compte els diferents nuclis de població.Les propostes:Han de ser de competència municipal.Han d'estar referides a inversions.Han de ser sostenibles, que no comprometin les necessitats i oportunitats de desenvolupament de les generacions futures.Han de ser respectuoses amb criteris d'inclusió social, equitat i drets humans.Han de donar resposta a una necessitat concreta.Han de complir la normativa vigent.Han de ser avaluables econòmicament i que no superin la partida destinada al procés. Enguany es destinen 35.000€ per a dos projectes com a mínim, això vol dir que cada proposta presentada no pot superar el màxim de 17.500€.Han d'anar acompanyades del model de formulari establert dins del termini.Una persona pot omplir tantes propostes com desitgi, però omplint cada proposta en un formulari diferent."
https://decidim-latorre.diba.cat,pressupostosparticipatius2019-2020,2,23-12-2019 - 26-01-2020,RECOLLIDA DE PROPOSTES,"Qualsevol persona que tingui vinculació amb la Torre de Claramunt, pot presentar una proposta a través del portal www.decidim-latorre.diba.cat, descarregant-se el amb el formulari a la web municipal o en format paper si el vens a buscar presencialment a l'Ajuntament.Recorda que una persona pot omplir tantes propostes com desitgi, però omplint cada proposta en un formulari diferent i que les propostes cal que s’adeqüin als criteris establerts en el Reglament del Pressupostos Participatius.Les persones que durant el procés de presentació de les propostes tinguin dubtes o necessitin suport d'un professional tindran a la seva disposició els serveis tècnics municipals. Per contactar amb els serveis tècnics per demanar cita prèvia o fer una consulta concreta cal trucar al telèfon 93 801 03 29 o a través de correu electrònic colaual@diba.cat. L'atenció directa es realitzarà amb cita prèvia els dimecres de 17:00 a 18:30hEs poden presentar propostes del 23 de desembre de 2019 al 26 de gener de 2020."
https://decidim-latorre.diba.cat,pressupostosparticipatius2019-2020,3,30-01-2020 - 30-03-2020,VALORACIÓ DE PROPOSTES,"Una comissió formada per personal tècnic municipal serà l’encarregada de valorar que les propostes presentades compleixen amb els criteris establerts en el reglament. Aquelles que no els compleixin quedaran excloses de la fase de votacions.La comissió de seguiment ciutadana creada per aquests pressupostos participatius vetllarà pel bon funcionament i transparència del procés de valoració de les propostes presentades.Les propostes es valoraran i s’anirà publicant a la web si han estat acceptades o rebutjades. Davant de dues propostes similars, els serveis tècnics municipals valoraran si es poden unificar.Les propostes entregades en format paper a l'Ajuntament seran entrades per parts dels tècnics municipals a la plataforma com a proposta oficial per tal que siguin incloses en el procés.A partir de l'1 d'abril es podran consultar les propostes definitives que finalment es sotmetran a votació."
https://decidim-latorre.diba.cat,pressupostosparticipatius2019-2020,4,15-04-2020 - 30-04-2020,INFORMACIÓ DE LES PROPOSTES,A partir de l'15 d'abril ja es poden consultar les propostes definitives que finalment es sotmetran a votació.Observa totes les propostes i la informació per tal de poder valorar la priorització dels 2 projectes que finalment votaràs.
https://decidim-latorre.diba.cat,pressupostosparticipatius2019-2020,5,19-10-2020 - 02-11-2020,VOTACIÓ DE LES PROPOSTES,"Del 19 d'octubre al 2 de novembre de 2020, totes les persones majors de 16 anys empadronades a la Torre de Claramunt, podran votar les dues millors propostes de projectes a realitzar. Es podrà votar telemàticament a través de la pàgina web decidim-latorre.diba.cat. Només es permetrà la votació presencial a persones majors de 65 anys que es podran dirigir al Centre Social Sant Joan Baptista de dilluns a divendres de 16:00 a 20:00 hores.Per incidències amb la web, s'obre un telèfon d'atenció al 93 801 34 56 (de dilluns a divendres de 16:00 a 20:00h).Les votacions es faran del 19 d'octubre al 2 de novembre de 2020.EN MOTIU DEL COVI-19, S'HA HAGUT DE MODIFICAR EL CALENDARI DE VOTACIÓ DELS PROJECTES I ES RECOMANA A LA POBLACIÓ VOTAR DE FORMA TELEMÀTICA. NOMÉS ES FACILITARÀ LA VOTACIÓ PRESENCIAL A PERSONES MAJORS DE 65 ANYS."
https://decidim-latorre.diba.cat,pressupostosparticipatius2019-2020,6,03-11-2020 - 31-12-2020,PROPOSTES GUANYADORES,"Finalitzat el període de votacions, es publiquen les propostes que han tingut més vots.Les propostes es començaran a desenvolupar durant aquest any 2018."
https://torroella-estartit-decidim.ddgi.cat,pressupostosparticipatius20202021,1,01-02-2020 - 31-03-2020,,"L’Ajuntament de Torroella de Montgrí inicia un procés participatiu vinculat al pressupost municipal mitjançant el qual la ciutadania debatrà i decidirà a què van destinats una part dels recursos públics. Amb el Pressupost Participatiu l’Ajuntament fa una aposta per la transparència, la participació i la col·laboració entre el consistori i la ciutadania.L’objectiu principal dels Pressupostos Participatius és:-      Implicar la ciutadania en la presa de decisions sobre el destí d’una part dels recursos públics-      Garantir una participació inclusiva, obrint diversos canals que permetin la participació de tota la ciutadania.-      Generar major transparència i eficiència en la gestió municipal-      Conèixer les necessitats de la població i afavorir el debat col·lectiu per prioritzar les actuacions. -      Ajustar la despesa municipal a les necessitats i prioritats de la ciutadaniaPer a l’organització i seguiment del procés i dels projectes que es desprenguin del Pressupost Participatiu es consolidarà una Comissió de Seguiment i una Comissió Tècnica.Abans d’iniciar el procés de Pressupostos Participatius, la Comissió de Seguiment consensuarà i aprovarà la Guia dels Pressupostos Participatius 2019/20 amb l’objectiu de desenvolupar amb totes les garanties el procés participatiu. S'iniciarà una campanya de comunicació amb l’objectiu de fomentar la dinamització i la mobilització de la ciutadania.L'objectiu de la campanya, per tal de garantir l'èxit és:-      Mobilitzar els veïns i veïnes del municipi perquè participin i facin propostes en els diferents canals de participació dissenyats (formulari de propostes, taller de priorització i votació)-      Informar del calendari i dels diferents espais de participació dissenyats"
https://torroella-estartit-decidim.ddgi.cat,pressupostosparticipatius20202021,2,01-04-2020 - 26-04-2020,,"Durant l'1 al 26 d'abril de 2020 es desenvolupa el període de recollida de propostes de la ciutadania.Podrà participar qualsevol persona a títol individual, sense límit d’edat. També hi pot participar qualsevol entitat inscrita al Registre Municipal d’Entitats. No existeix un nombre límit de presentació de propostes, sempre que aquestes complexquin els requisits bàsics. Les propostes s'han de presentar en un formulari en paper o bé, en format digital a la plataforma del decidim. (En breu disponible) Es faran tallers oberts amb entitats i centres educatius de secundària per ajudar a formular propostes. La finalitat d'aquests tallers és per una banda, fer arribar els pressupostos participatius a col·lectius nous com el juvenil, així com donar suport en la formulació de propostes, per tal que aquestes s'adeqüin als criteris de viabilitat prèviament establerts."
https://torroella-estartit-decidim.ddgi.cat,pressupostosparticipatius20202021,3,27-04-2020 - 27-05-2020,,"En aquesta fase, la Comissió Tècnica del procés participatiu filtrarà i validarà totes les propostes presentades. Tots els projectes que s'ajustin i compleixin els requisits definits passaran a la fase de priorització. En aquest cas, es relitzarà un taller a Torroella de Montgrí i un altre a l'Estartit per prioritzar totes aquelles propostes - que han passat el filtratge -  de forma conjunta. (en breus les dates estaran disponibles)La Comissió Tècnica és l'encarregada de filtrar, validar i organitzar les propostes per temàtiques, filtrarà les propostes a partir dels següents criteris:-      Ser un projecte de municipi-      Competència municipal-      Viable tècnicament-      Viable econòmicament-      Respectar marc jurídic i legal-      No contradir plans aprovats-      Ser una inversió-      No representar cost addicional en futurs pressupostos i no crear dependència-      No contempla subvencions a entitatsDurant la Jornada Participativa es presenten, debaten, re-elaboren i prioritzen les propostes de manera consensuada entre totes les participants. Es prioritzaran un màxim de 10 propostes a Torroella de Montgrí i 5 propostes a l’Estartit, que es portaran a la fase de valoració tècnica.L’objectiu és consensuar propostes de manera col·lectiva tenint en compte que aquestes:-      Tinguin visió de municipi i equilibri territorial-      Cobreixin màxim nombre de necessitats-      Siguin inclusives i beneficiïn a col·lectius diversos-      Siguin sostenibles ambientalment i socialment. Equitat de gènere.Al finalitzar aquesta fase, s’informarà a la Comissió de Seguiment del nombre de propostes rebudes, la priorització de les mateixes i els projectes seleccionats per ser valorats per la Comissió Tècnica."
